Claim Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault,Vechile_registration_present,Incident_details_present,Injury_details_present,TP_type_insd_pass_back,TP_type_insd_pass_front,TP_type_driver,TP_type_pass_back,TP_type_pass_front,TP_type_bike,TP_type_cyclist,TP_type_pass_multi,TP_type_pedestrian,TP_type_other,TP_type_nk,TP_injury_whiplash,TP_injury_traumatic,TP_injury_fatality,TP_injury_unclear,TP_injury_nk,TP_region_eastang,TP_region_eastmid,TP_region_london,TP_region_north,TP_region_northw,TP_region_outerldn,TP_region_scotland,TP_region_southe,TP_region_southw,TP_region_wales,TP_region_westmid,TP_region_yorkshire,Incurred,Capped Incurred
4045,2012-10-06,PH,LD003,Head on collision,1,16,Main Road,NORMAL,Y,19,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4046,2012-10-06,PH,LD003,Head on collision,2,20,Main Road,NORMAL,Y,18,Y,N,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2369,2369
4047,2012-10-06,PH,LD003,Head on collision,1,330,Main Road,NORMAL,Y,17,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4048,2012-10-07,PH,LD003,Head on collision,0,159,Minor Road,NORMAL,Y,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4049,2012-10-08,PH,LD003,Head on collision,10,317,Minor Road,NORMAL,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,23,23
4050,2012-10-09,PH,LD003,Head on collision,0,43,Main Road,NORMAL,Y,16,Y,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051,2012-10-09,PH,LD003,Head on collision,0,89,Minor Road,NORMAL,Y,7,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13765,13765
4052,2012-10-09,PH,LD003,Head on collision,1,296,Minor Road,NORMAL,N,19,Y,N,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,261833,50000
4053,2012-10-09,PH,LD003,Head on collision,0,20,Minor Road,NORMAL,N,8,Y,N,1,1,0,0,0,1,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25510,25510
4054,2012-10-09,PH,LD003,Head on collision,1,79,Minor Road,WET,Y,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4055,2012-10-09,PH,LD003,Head on collision,0,241,Minor Road,NORMAL,Y,7,Y,N,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8735,8735
4056,2012-10-10,PH,LD003,Head on collision,1,48,Minor Road,NORMAL,Y,22,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4057,2012-10-10,PH,LD003,Head on collision,0,185,Minor Road,NORMAL,N,7,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11962,11962
4058,2012-10-11,PH,LD003,Head on collision,0,253,Main Road,NORMAL,N,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7034,7034
4059,2012-10-11,PH,LD003,Head on collision,0,255,Main Road,WET,N,7,Y,N,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5288,5288
4060,2012-10-12,PH,LD003,Head on collision,0,183,Main Road,NORMAL,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,24094,24094
4061,2012-10-12,PH,LD003,Head on collision,87,169,Minor Road,NORMAL,Y,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,864,864
4062,2012-10-13,PH,LD003,Head on collision,1,107,Minor Road,WET,Y,16,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3017,3017
4063,2012-10-13,PH,LD003,Head on collision,1,258,Minor Road,NORMAL,N,11,Y,N,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,108939,50000
4064,2012-10-13,PH,LD003,Head on collision,1,337,Main Road,NORMAL,N,14,Y,Y,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7707,7707
4065,2012-10-13,PH,LD003,Head on collision,0,255,Minor Road,WET,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1071,1071
4066,2012-10-13,PH,LD003,Head on collision,0,40,Main Road,NORMAL,N,12,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41208,41208
4067,2012-10-14,Other,LD003,Head on collision,11,195,Not Applicable,N/K,n/k,0,Other,N,1,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,64775,50000
4068,2012-10-14,PH,LD003,Head on collision,1,34,Minor Road,NORMAL,N,11,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,82,82
4069,2012-10-14,PH,LD003,Head on collision,1,13,Minor Road,NORMAL,Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,374,374
4070,2012-10-15,Other,LD003,Head on collision,0,35,Minor Road,WET,N,18,Y,N,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9449,9449
4071,2012-10-15,PH,LD003,Head on collision,0,213,Minor Road,WET,Y,15,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1431,1431
4072,2012-10-15,PH,LD003,Head on collision,1,81,Minor Road,WET,Y,10,Y,N,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22367,22367
4073,2012-10-15,PH,LD003,Head on collision,1,45,Minor Road,NORMAL,N,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17202,17202
4074,2012-10-15,PH,LD003,Head on collision,0,194,Main Road,NORMAL,N,8,Other,Y,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29386,29386
4075,2012-10-15,PH,LD003,Head on collision,0,318,Main Road,NORMAL,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4076,2012-10-16,PH,LD003,Head on collision,0,25,Minor Road,NORMAL,Y,13,Y,N,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,45295,45295
4077,2012-10-16,NamedDriver,LD003,Head on collision,0,300,Minor Road,NORMAL,Y,17,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,183,183
4078,2012-10-17,PH,LD003,Head on collision,0,348,Minor Road,WET,N,7,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1929,1929
4079,2012-10-17,Other,LD003,Head on collision,0,227,Minor Road,WET,N,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4080,2012-10-17,Other,LD003,Head on collision,1,26,Minor Road,WET,N,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2887,2887
4081,2012-10-17,PH,LD003,Head on collision,0,143,Minor Road,WET,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1506,1506
4082,2012-10-17,PH,LD003,Head on collision,8,19,Minor Road,NORMAL,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2281,2281
4083,2012-10-18,PH,LD003,Head on collision,0,29,Minor Road,WET,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1226,1226
4084,2012-10-18,PH,LD003,Head on collision,0,30,Minor Road,WET,N,12,Other,N,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2253,2253
4085,2012-10-18,PH,LD003,Head on collision,1,109,Minor Road,NORMAL,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4086,2012-10-19,PH,LD003,Head on collision,0,63,Minor Road,WET,N,9,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4087,2012-10-19,PH,LD003,Head on collision,1,209,Main Road,WET,N,18,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41536,41536
4088,2012-10-20,PH,LD003,Head on collision,1,27,Minor Road,NORMAL,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35106,35106
4089,2012-10-21,PH,LD003,Head on collision,0,183,Minor Road,NORMAL,Y,12,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4090,2012-10-21,PH,LD003,Head on collision,15,348,Minor Road,NORMAL,Y,19,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1483,1483
4091,2012-10-21,PH,LD003,Head on collision,4,83,Minor Road,WET,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4092,2012-10-22,PH,LD003,Head on collision,1,62,Minor Road,WET,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,2012-10-22,TP,LD003,Head on collision,3,157,Minor Road,NORMAL,Y,17,Y,Y,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,2012-10-22,PH,LD003,Head on collision,1,315,Minor Road,NORMAL,Y,17,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4095,2012-10-22,PH,LD003,Head on collision,1,63,Minor Road,"SNOW,ICE,FOG",Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,2012-10-23,PH,LD003,Head on collision,1,157,Minor Road,"SNOW,ICE,FOG",Y,23,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1915,1915
4097,2012-10-23,PH,LD003,Head on collision,0,24,Main Road,WET,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1284,1284
4098,2012-10-24,TP,LD003,Head on collision,23,362,Minor Road,WET,Y,13,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,699,699
4099,2012-10-25,PH,LD003,Head on collision,0,267,Minor Road,WET,N,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4553,4553
4100,2012-10-25,PH,LD003,Head on collision,0,268,Main Road,NORMAL,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9648,9648
4101,2012-10-25,PH,LD003,Head on collision,0,244,Main Road,NORMAL,Y,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,2012-10-25,PH,LD003,Head on collision,11,3,Minor Road,WET,N,7,Y,N,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,46500,46500
4103,2012-10-26,PH,LD003,Head on collision,0,38,Main Road,NORMAL,N,8,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,10107,10107
4104,2012-10-26,PH,LD003,Head on collision,12,290,Minor Road,WET,Y,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,2012-10-26,Other,LD003,Head on collision,0,19,Minor Road,WET,N,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5725,5725
4106,2012-10-28,Other,LD003,Head on collision,1,62,Minor Road,WET,n/k,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,811,811
4107,2012-10-28,Other,LD003,Head on collision,1,58,Main Road,WET,N,19,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4484,4484
4108,2012-10-29,Other,LD003,Head on collision,0,271,Minor Road,NORMAL,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,683,683
4109,2012-10-29,PH,LD003,Head on collision,1,249,Main Road,NORMAL,N,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3039,3039
4110,2012-10-29,PH,LD003,Head on collision,0,301,Minor Road,WET,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14224,14224
4111,2012-10-29,PH,LD003,Head on collision,0,254,Minor Road,WET,N,22,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10368,10368
4112,2012-10-29,PH,LD003,Head on collision,0,343,Minor Road,WET,Y,12,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,472,472
4113,2012-10-30,PH,LD003,Head on collision,0,232,Minor Road,NORMAL,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1494,1494
4114,2012-10-30,PH,LD003,Head on collision,1,29,Minor Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4115,2012-10-31,Other,LD003,Head on collision,0,174,Minor Road,WET,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,973,973
4116,2012-10-31,PH,LD003,Head on collision,0,260,Main Road,WET,N,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,51104,50000
4117,2012-11-01,Other,LD003,Head on collision,0,290,Minor Road,WET,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,2012-11-01,PH,LD003,Head on collision,7,163,Main Road,NORMAL,N,16,Y,N,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15077,15077
4119,2012-11-01,Other,LD003,Head on collision,0,220,Main Road,NORMAL,Y,11,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2001,2001
4120,2012-11-03,PH,LD003,Head on collision,0,12,Main Road,WET,N,13,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12939,12939
4121,2012-11-04,PH,LD003,Head on collision,0,286,Minor Road,NORMAL,Y,13,Y,N,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,25937,25937
4122,2012-11-05,PH,LD003,Head on collision,1,35,Minor Road,NORMAL,N,16,N,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,93,93
4123,2012-11-05,PH,LD003,Head on collision,1,330,Main Road,NORMAL,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,23,23
4124,2012-11-05,PH,LD003,Head on collision,3,147,Minor Road,NORMAL,N,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2266,2266
4125,2012-11-06,NamedDriver,LD003,Head on collision,1,355,Main Road,N/A,N,20,Y,N,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,320886,50000
4126,2012-11-06,PH,LD003,Head on collision,1,132,Main Road,NORMAL,N,8,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4127,2012-11-06,PH,LD003,Head on collision,1,349,Main Road,NORMAL,N,14,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,120497,50000
4128,2012-11-06,PH,LD003,Head on collision,0,83,Minor Road,WET,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4129,2012-11-06,PH,LD003,Head on collision,4,112,Main Road,WET,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1808,1808
4130,2012-11-07,PH,LD003,Head on collision,0,216,Minor Road,NORMAL,N,10,N,N,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,6577,6577
4131,2012-11-07,PH,LD003,Head on collision,0,280,Main Road,NORMAL,Y,8,Y,Y,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1004,1004
4132,2012-11-07,PH,LD003,Head on collision,0,130,Main Road,NORMAL,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,743,743
4133,2012-11-08,PH,LD003,Head on collision,1,86,Minor Road,NORMAL,Y,10,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16154,16154
4134,2012-11-08,PH,LD003,Head on collision,1,7,Minor Road,NORMAL,N,21,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4135,2012-11-08,Other,LD003,Head on collision,110,45,Minor Road,WET,Y,13,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,2012-11-08,PH,LD003,Head on collision,1,79,Main Road,NORMAL,N,18,Y,N,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,67241,50000
4137,2012-11-08,PH,LD003,Head on collision,0,354,Home Address,NORMAL,Y,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9518,9518
4138,2012-11-09,PH,LD003,Head on collision,0,131,Minor Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,683,683
4139,2012-11-09,PH,LD003,Head on collision,0,35,Car Park,N/A,Y,12,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4140,2012-11-09,PH,LD003,Head on collision,7,215,Main Road,WET,Y,15,Y,N,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,26396,26396
4141,2012-11-09,PH,LD003,Head on collision,7,295,Minor Road,NORMAL,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4142,2012-11-10,PH,LD003,Head on collision,0,7,Minor Road,WET,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2097,2097
4143,2012-11-10,PH,LD003,Head on collision,2,73,Main Road,NORMAL,N,17,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,183,183
4144,2012-11-11,PH,LD003,Head on collision,33,18,Minor Road,NORMAL,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4145,2012-11-11,Other,LD003,Head on collision,2,209,Main Road,WET,Y,11,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2590,2590
4146,2012-11-11,TP,LD003,Head on collision,10,209,Main Road,NORMAL,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1205,1205
4147,2012-11-12,Other,LD003,Head on collision,1,51,Main Road,NORMAL,Y,7,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,468,468
4148,2012-11-12,NamedDriver,LD003,Head on collision,0,360,Minor Road,NORMAL,N,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6259,6259
4149,2012-11-13,PH,LD003,Head on collision,0,365,Minor Road,NORMAL,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3276,3276
4150,2012-11-13,PH,LD003,Head on collision,0,326,Minor Road,WET,Y,7,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1354,1354
4151,2012-11-13,PH,LD003,Head on collision,0,8,Minor Road,NORMAL,N,8,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5285,5285
4152,2012-11-13,PH,LD003,Head on collision,0,142,Minor Road,NORMAL,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,743,743
4153,2012-11-14,PH,LD003,Head on collision,0,138,Minor Road,NORMAL,N,17,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,792,792
4154,2012-11-14,PH,LD003,Head on collision,0,2,Main Road,NORMAL,Y,16,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8558,8558
4155,2012-11-14,PH,LD003,Head on collision,0,195,Minor Road,WET,Y,10,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,652,652
4156,2012-11-14,PH,LD003,Head on collision,0,270,Minor Road,NORMAL,N,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,8447,8447
4157,2012-11-15,PH,LD003,Head on collision,1,116,Main Road,NORMAL,N,0,Y,N,1,1,1,0,0,2,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,85335,50000
4158,2012-11-15,PH,LD003,Head on collision,0,214,Main Road,NORMAL,N,15,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4159,2012-11-15,PH,LD003,Head on collision,0,83,Minor Road,WET,N,7,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7268,7268
4160,2012-11-15,PH,LD003,Head on collision,0,250,Minor Road,NORMAL,N,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,17841,17841
4161,2012-11-16,PH,LD003,Head on collision,0,154,Main Road,WET,N,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23,23
4162,2012-11-16,PH,LD003,Head on collision,1,13,Minor Road,NORMAL,Y,15,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2742,2742
